"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2333T1972611P","2023-06-14","2023-06-14","2023-06-12","DPE 2006 tertiaire et ERP",,"2033-06-13",2.2,,"dpe tertiaire facture",,,"C","A",129.3,3.6,,"5ème Catégorie","2013-2021","M : Magasins de vente, centres commerciaux",6,81,100,,"249 Bis rue Nationale
Locaux 1 et 2","Saint-André-de-Cubzac","33366","249bis","33366_0750_00249_bis","249bis Rue Nationale 33240 Saint-André-de-Cubzac","33240",0.71,"Rue Nationale",428942.23,6439337.4,33240,0,,"PAT2023-06-3735",,,"adresse géocodée ban à l'adresse","SAINT-ANDRÉ-DE-CUBZAC","33","75",5010,11523,"Électricité","périmètre de l'usage inconnu",902,2023,,,,,,,,,,,,
"2233T1290068X","2022-06-11","2022-06-03","2022-06-03","DPE 2006 tertiaire et ERP",,"2032-06-02",2.1,,"dpe tertiaire vierge",,,,,,,2022,"1ère Catégorie","après 2021","autres tertiaires non ERP",1,580,580,,"503 RUE ANDRE MARIE AMPERE","Saint-Jean-d'Illac","33422",,"33422_0015","Rue André Marie Ampère 33127 Saint-Jean-d'Illac","33127",0.75,"Rue André Marie Ampère",403692.71,6419291.69,33127,,"LOCAUX D'ACTIVITE ET BUREAU",,,,"adresse non géocodée ban car aucune correspondance trouvée","SAINT JEAN D'ILLAC","33","75",,,,,,,,,,,,,,,,,,
"2327T0587546Q","2023-02-23","2023-02-23","2023-02-23","DPE 2006 tertiaire et ERP",,"2033-02-22",2.2,"2327T0587529Z","dpe tertiaire bâtiment neuf",,,"D","B",267,8,2023,"1ère Catégorie","après 2021","autres tertiaires non ERP",1,3747,3747,"Électricité","ZAC PARC NORMANDIE","Douains","27203",,"27203_0061","ZAC Normandie Parc 27120 Douains","27120",0.77,"ZAC Normandie Parc",584998.48,6886192.41,27120,,,,,"1-Etablissement 05 08 19-13-Boutiques 113-114","adresse non géocodée ban car aucune correspondance trouvée","DOUAINS","27","28",184652.2,1352.6,"Électricité","Eclairage",29558,,184652.2,1352.6,"Électricité","Eclairage",29558,,103043,754.8,"Électricité","Refroidissement",16494,
"2214T0363964U","2022-02-23","2022-02-16","2022-02-16","DPE 2006 tertiaire et ERP",,"2032-02-15",2,,"dpe tertiaire vierge",,,,,,,2009,"1ère Catégorie","2006-2012","autres tertiaires non ERP",1,3277,3277,,"30 Rue Jacquard","Mondeville","14437","30","14437_0495_00030","30 Rue Jacquard 14120 Mondeville","14120",0.59,"Rue Jacquard",459341.61,6900692.09,14120,,,,,,"adresse géocodée ban à l'adresse","Mondeville","14","28",,,,,,,,,,,,,,,,,,
"2175T1016397R","2021-12-31","2021-12-31","2021-12-30","DPE 2006 tertiaire et ERP",,"2031-12-30",2,,"dpe tertiaire facture",,,"C","D",135.8,30.8,2018,"5ème Catégorie","2013-2021","N : Restaurants et débits de boisson",0,220,100,,"Comptoir Coréen
La Maison de la Corée
Citée internationale de l'université de Paris
9G Bd Jourdan","Paris","75114",,"75114_5037","Boulevard Jourdan 75014 Paris","75014",0.77,,651156.22,6858086.45,75014,0,,,,,"adresse géocodée ban à l'adresse","PARIS","75","11",32861,32861,"Gaz naturel","périmètre de l'usage inconnu",9532,2021,,,,,,,,,,,,
"2276T0595859F","2022-03-24","2022-03-23","2022-03-22","DPE 2006 tertiaire et ERP",,"2032-03-22",2,,"dpe tertiaire vierge",,,,,,,1950,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",,70.6,64.2,,"12 Rue François Mitterrand","Blangy-sur-Bresle","76101","12","76101_0860_00012","12 Grande Rue Francois Mitterrand 76340 Blangy-sur-Bresle","76340",0.77,"Grande Rue Francois Mitterrand",601538.25,6982531.5,76340,,,,,,"adresse géocodée ban à l'adresse","BLANGY SUR BRESLE","76","28",,,,,,,,,,,,,,,,,,
"2275T0717984H","2022-04-06","2022-04-06","2022-04-06","DPE 2006 tertiaire et ERP",,"2032-04-05",2.1,,"dpe tertiaire facture",,,"E","D",387.4,44.6,1948,"5ème Catégorie","1948-1974","U : Établissements de soins",0,87.3,100,"Gaz naturel","24 Avenue du Maine","Paris","75115","24","75115_5922_00024","24 Avenue du Maine 75015 Paris","75015",0.76,"Avenue du Maine",650117.48,6860580.76,75015,0,,,,,"adresse géocodée ban à l'adresse","PARIS 15","75","11",9078,20879.4,"Électricité","Bureautique",2633,2022,16323,16323,"Gaz naturel","Chauffage",1815,2022,,,,,,
"2244T1197981N","2022-06-01","2022-06-01","2022-04-29","DPE 2006 tertiaire et ERP","2244T0932587B","2032-05-31",2.1,,"dpe tertiaire facture",,,"B","B",155.9,13.6,,"5ème Catégorie","avant 1948","O : Hôtels et pensions de famille",0,366.8,100,,"14/15 BOULEVARD DU NORD","Guérande","44069","15","44069_1640_00015","15 Boulevard du Nord 44350 Guérande","44350",0.6,"Boulevard du Nord",290454.32,6706066.32,44350,0,,,,,"adresse géocodée ban à l'adresse","GUERANDE","44","52",19179.9,44113.7,"Électricité","périmètre de l'usage inconnu",5563.5,2019,18790,18790,"Gaz naturel","périmètre de l'usage inconnu",2319.5,2019,,,,,,
"2135T0332574G","2021-09-16","2021-09-16","2021-09-16","DPE 2006 tertiaire et ERP",,"2031-09-15",1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,2013,"5ème Catégorie","2013-2021","GHW : Bureaux",,94.2,100,,"13 Allée des Synagots","Betton","35024","13","35024_0207_00013","13 Allée des Synagots 35830 Betton","35830",0.55,"Allée des Synagots",353888.02,6797386.77,35830,0,,,,"Rdc","adresse géocodée ban à l'adresse","BETTON","35","53",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,0,,,,,,,,,,,,
"2295T0663350T","2022-03-31","2022-03-29","2022-03-01","DPE 2006 tertiaire et ERP",,"2032-03-28",2,,"dpe tertiaire facture",,,"C","A",154,4,1976,"1ère Catégorie","1975-1977","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",40,1201.6,1201.6,"Électricité","22 Rue des Beaux Soleils","Osny","95476","22","95476_0055_00022","22 Rue des Beaux Soleils 95520 Osny","95520",0.65,"Rue des Beaux Soleils",631878.79,6884183.62,95520,,,,,,"adresse géocodée ban à l'adresse","Osny","95","11",80607.3,154.3,"Électricité","Chauffage",10552.4,2018,,,,,,,,,,,,
"2338T1326712N","2023-04-21","2023-04-21","2023-04-19","DPE 2006 tertiaire et ERP","2338T1326677E","2033-04-20",2.2,,"dpe tertiaire facture",,,"C","A",130.8,3.6,,"5ème Catégorie","2006-2012","W : Administrations, banques, bureaux",30,640,100,,"Bâtiment de bureaux
351 route de Givors","Chasse-sur-Rhône","38087","351","38087_0429_00351","351 Route de Givors 38670 Chasse-sur-Rhône","38670",0.53,"Route de Givors",839232.26,6499807.08,38670,0,,"230079-001",,,"adresse géocodée ban à l'adresse","CHASSE SUR RHONE","38","84",40038,92087.4,"Électricité","périmètre de l'usage inconnu",11614,2022,,,,,,,,,,,,
"2214T2092392U","2022-09-13","2022-09-13","2022-09-12","DPE 2006 tertiaire et ERP",,"2032-09-12",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",264.2,7.4,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,128.2,100,,"6 rue de la Pelleterie","Falaise","14258","6","14258_0720_00006","6 Rue de la Pelleterie 14700 Falaise","14700",0.57,"Rue de la Pelleterie",465527.33,6871114.75,14700,0,,"22/IMO/0350",,"RDC","adresse géocodée ban à l'adresse","FALAISE, France","14","28",16205,37271.5,"Électricité","périmètre de l'usage inconnu",3278.6,2022,,,,,,,,,,,,
"2259T2681294P","2022-11-14","2022-11-14","2021-07-01","DPE 2006 tertiaire et ERP",,"2032-11-13",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","A",180.2,5,,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",0,38.2,100,,"87 rue Nationale Avenue Mitterand RDC Commercial","Armentières","59017","87","59017_xhjjym_00087","87 Avenue du President Francois Mitterand 59280 Armentières","59280",0.69,"Avenue du President Francois Mitterand",691348.39,7065859.38,59280,0,,"209PND",,,"adresse géocodée ban à l'adresse","ARMENTIERES, France","59","32",3288,7562.4,"Électricité","périmètre de l'usage inconnu",954,2022,,,,,,,,,,,,
"2394T0990564X","2023-03-24","2023-03-24","2023-03-24","DPE 2006 tertiaire et ERP",,"2033-03-23",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,60,100,,"21 Av du Mal de Lattre de Tassigny","Charenton-le-Pont","94018","21","94018_6137_00021","21 Av du Mal de Lattre de Tassigny 94220 Charenton-le-Pont","94220",0.62,"Av du Mal de Lattre de Tassigny",657388.47,6858057.75,94220,0,,"23/03/PIERRE/25641",,,"adresse géocodée ban à l'adresse","CHARENTON-LE-PONT","94","11",,,,,,,,,,,,,,,,,,
"2141T0726647D","2021-11-19","2021-11-19","2021-11-19","DPE 2006 tertiaire et ERP",,"2031-11-18",1.1,,"dpe tertiaire facture",,,"B","A",80,2.2,1989,"5ème Catégorie","1989-2000","GHZ : Usage mixte",0,265,100,,"26, Rue Georges Sand","Romorantin-Lanthenay","41194","26","41194_0690_00026","26 Rue George Sand 41200 Romorantin-Lanthenay","41200",0.63,"Rue George Sand",606625.93,6694835.24,41200,0,,,,,"adresse géocodée ban à l'adresse","ROMORANTIN LANTHENAY","41","24",10143,23328.9,"Électricité","périmètre de l'usage inconnu",2942,,,,,,,,,,,,,
"2321T1171989Z","2023-04-07","2023-01-31","2023-01-31","DPE 2006 tertiaire et ERP",,"2033-01-30",2.3,,"dpe tertiaire vierge",,,,,,,2013,"1ère Catégorie","après 2021","autres tertiaires non ERP",1,106.7,106.7,,"Bachelard","Dijon","21231",,"21231_3530","Boulevard Gaston Bachelard 21000 Dijon","21000",0.44,"Boulevard Gaston Bachelard",851316.74,6692719.07,21000,,"Fontaine d'Ouche",,,"2-B2-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","Dijon","21","27",,,,,,,,,,,,,,,,,,
"2234T1839288U","2022-08-12","2022-08-03","2022-08-04","DPE 2006 tertiaire et ERP",,"2032-08-02",2.1,,"dpe tertiaire vierge",,,,,,,2019,,"2013-2021","locaux d'entreprise (bureaux)",3,28.2,31,,"600 Avenue Marcel Pagnol","Pérols","34198","600","34198_odveb0_00600","600 Avenue Marcel Pagnol 34470 Pérols","34470",0.97,"Avenue Marcel Pagnol",776900.32,6274059.5,34470,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","PEROLS","34","76",,,,,,,,,,,,,,,,,,
"2314T0131165A","2023-01-16","2023-01-16","2023-01-16","DPE 2006 tertiaire et ERP",,"2033-01-15",2.2,,"dpe tertiaire facture",,,"A","A",20.3,0.6,,"5ème Catégorie","1989-2000","W : Administrations, banques, bureaux",0,30.2,100,,"12 RUE FRED SCAMARONI","Caen","14118","12","14118_3140_00012","12 Rue Fred Scamaroni 14000 Caen","14000",0.7,"Rue Fred Scamaroni",454564.17,6902884.54,14000,0,,"2023-01-056",,,"adresse géocodée ban à l'adresse","CAEN","14","28",293,673.9,"Électricité","périmètre de l'usage inconnu",257.3,2022,,,,,,,,,,,,
"2231T2111197S","2022-09-15","2022-09-14","2022-09-14","DPE 2006 tertiaire et ERP",,"2032-09-13",2.2,,"dpe tertiaire vierge",,,,,,,1949,,"1948-1974","autres tertiaires non ERP",500,,144.4,,"33 Rue Croix Baragnon","Toulouse","31555","33","31555_2408_00033","33 Rue Croix Baragnon 31000 Toulouse","31000",0.98,"Rue Croix Baragnon",574628.53,6279085.39,31000,0,,,,,"adresse non géocodée ban car aucune correspondance trouvée","TOULOUSE","31","76",,,,,,,,,,,,,,,,,,
"2168T0295502R","2021-09-09","2021-09-09","2021-09-09","DPE 2006 tertiaire et ERP",,"2031-09-08",1,,"dpe tertiaire facture",,,"D","B",297.8,8.3,2006,"5ème Catégorie","2006-2012","GHW : Bureaux",,21.8,100,,"15 RUE VICTOIRE SCHOECHLER","Mulhouse","68224","15","68224_6734_00015","15 Rue Victor Schoelcher 68200 Mulhouse","68200",0.7,"Rue Victor Schoelcher",1021374.41,6745675.42,68200,0,,,,"Etage RDC","adresse géocodée ban à l'adresse","MULHOUSE","68","44",3103,7136.9,"Électricité","périmètre de l'usage inconnu",1130,0,,,,,,,,,,,,
"2233T2535705A","2022-10-27","2022-10-27","2022-10-27","DPE 2006 tertiaire et ERP",,"2032-10-26",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","2006-2012","U : Établissements de soins",2,56.6,100,,"6 Bis rue de la Boétie","Le Taillan-Médoc","33519","6bis","33519_0235_00006_bis","6bis Avenue de la Boétie 33320 Le Taillan-Médoc","33320",0.65,"Avenue de la Boétie",410443.55,6430131.46,33320,0,,"2022/3993",,,"adresse géocodée ban à l'adresse","LE TAILLAN MEDOC","33","75",,,,,,,,,,,,,,,,,,
"2228T1009584W","2022-05-10","2022-04-22","2022-05-03","DPE 2006 tertiaire et ERP",,"2032-04-21",2.1,,"dpe tertiaire vierge",,,,,,,1949,,"avant 1948","M : Magasins de vente, centres commerciaux",1,55.4,55.4,,"4 Rue des Changes","Chartres","28085","4","28085_0660_00004","4 Rue des Changes 28000 Chartres","28000",0.97,"Rue des Changes",588299.02,6817238.09,28000,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","CHARTRES","28","24",,,,,,,,,,,,,,,,,,
"2275T2561535C","2022-10-30","2022-10-30","2022-10-26","DPE 2006 tertiaire et ERP",,"2032-10-29",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","D",272.6,39.5,1885,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",0,261.9,100,,"3 av Bugeaud","Paris","75116","3","75116_1373_00003","3 Avenue Bugeaud 75016 Paris","75016",0.75,"Avenue Bugeaud",647485.17,6863553.03,75116,0,,"44645/DAUCHEZ/DPE BUGEAUD Lot n°303",,"Rez de chaussée droite, Porte unique","adresse géocodée ban à l'adresse","Paris","75","11",46228.9,46228.9,"Gaz naturel","périmètre de l'usage inconnu",3493.4,2022,14047,32308.1,"Électricité","périmètre de l'usage inconnu",868,2022,,,,,,
"2251T1009140R","2022-05-10","2022-05-10","2022-05-03","DPE 2006 tertiaire et ERP",,"2032-05-09",2.1,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,379.1,100,,"39, 41 et 43, rue Carnot","Châlons-en-Champagne","51108","43","51108_0490_00043","43 Rue Carnot 51000 Châlons-en-Champagne","51000",0.68,"Rue Carnot",800177.28,6873344.49,51000,0,,,,,"adresse géocodée ban à l'adresse","CHALONS EN CHAMPAGNE","51","44",,,,,,,,,,,,,,,,,,
"2347T0254655X","2023-01-26","2023-01-26","2023-01-26","DPE 2006 tertiaire et ERP",,"2033-01-25",2.2,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1948-1974","W : Administrations, banques, bureaux",0,90,100,,"50 Boulevard Carnot","Agen","47001","50","47001_3128_00050","50 Boulevard Carnot 47000 Agen","47000",0.72,"Boulevard Carnot",509865.5,6347662.98,47000,0,,"DIA-GNL14-2301-051",,"Etage : 3eme Etage","adresse géocodée ban à l'adresse","AGEN","47","75",,,,,,,,,,,,,,,,,,
"2145T0614994Y","2021-11-02","2021-11-02","2021-10-11","DPE 2006 tertiaire et ERP",,"2031-11-01",1.1,,"dpe tertiaire facture",,,"B","A",76,3.6,1948,"5ème Catégorie","1948-1974","autres tertiaires non ERP",20,1756,100,,"16 rue neuve","Dadonville","45119","16","45119_0114_00016","16 Rue Neuve 45300 Dadonville","45300",0.48,"Rue Neuve",643629.81,6783877.35,45300,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","DADONVILLE","45","24",59522,136900.6,"Électricité","périmètre de l'usage inconnu",11789,,9970,9970,"Fioul domestique","périmètre de l'usage inconnu",1944,,,,,,,
"2389T0634070K","2023-02-27","2023-02-27","2023-02-27","DPE 2006 tertiaire et ERP",,"2033-02-26",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1983-1988","W : Administrations, banques, bureaux",0,2700,100,,"RUE DU QUENOU
ZONE INDUSTRIELLE","Appoigny","89013",,"89013_0415","Rue du Quenou 89380 Appoigny","89380",0.51,"Rue du Quenou",739967.39,6751846.45,89380,0,,"23020474",,,"adresse géocodée ban à l'adresse","APPOIGNY","89","27",,,,,,,,,,,,,,,,,,
"2291T2123899O","2022-09-16","2022-09-16","2022-09-16","DPE 2006 tertiaire et ERP",,"2032-09-15",2.1,,"dpe tertiaire facture",,,"C","A",149,4,1975,"1ère Catégorie","1975-1977","autres tertiaires non ERP",8,138.3,138.3,"Électricité","21 19-21 RUE DES ECOLES","Savigny-sur-Orge","91589","21","91589_1780_00021","21 Avenue des Ecoles 91600 Savigny-sur-Orge","91600",0.38,"19-21 RUE DES ECOLES",652233.23,6843245.78,91600,,"Lot : 18 -19 - 21 / Étage : RDC / Porte :",,,"1-Bâtiment n°1-1-LogZone","adresse géocodée ban à l'adresse","Savigny-sur-Orge","91","11",8963,149.1,"Électricité","Chauffage",1524,2021,,,,,,,,,,,,
"2375T1892703V","2023-06-07","2023-06-07","2023-06-07","DPE 2006 tertiaire et ERP",,"2033-06-06",2.2,,"dpe tertiaire facture",,,"F","C",582.9,16.2,,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",0,60,100,,"17 avenue Niel","Paris","75117","17","75117_6773_00017","17 Avenue Niel 75017 Paris","75017",0.76,"Avenue Niel",648279.06,6864696.71,75017,0,,"2023-8059-NIEL",,"Rez-de-chaussée sur cour","adresse géocodée ban à l'adresse","PARIS 17","75","11",16728,38474.4,"Électricité","périmètre de l'usage inconnu",4542,2023,,,,,,,,,,,,
"2269T2991207S","2022-12-10","2022-12-10","2022-09-15","DPE 2006 tertiaire et ERP",,"2032-12-09",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","autres tertiaires non ERP",0,3000,100,,"21 rue Eugène Hénaff","Vénissieux","69259","21","69259_0515_00021","21 Rue Eugène Hénaff 69200 Vénissieux","69200",0.68,"Rue Eugène Hénaff",848282.4,6511840.23,69259,0,,"2022/05040_HEXATRANS",,,"adresse géocodée ban à l'adresse","VENISSIEUX, France","69","84",,,,,,,,,,,,,,,,,,
"2267T2109257M","2022-09-15","2022-09-12","2022-09-12","DPE 2006 tertiaire et ERP",,"2032-09-11",2.1,,"dpe tertiaire vierge",,,,,,,2017,"3ème Catégorie","2013-2021","U : Établissements de soins",500,,88,,"2 Rue François Epailly","Strasbourg","67482","2","67482_2492_00002","2 Rue François Epailly 67000 Strasbourg","67000",0.97,"Rue François Epailly",1053365.05,6840964.72,67000,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","STRASBOURG","67","44",,,,,,,,,,,,,,,,,,
"2151T0349752O","2021-09-20","2021-09-20","2021-09-08","DPE 2006 tertiaire et ERP",,"2031-09-19",1,,"dpe tertiaire bâtiment neuf",,,,,,,1992,,"1989-2000","autres tertiaires non ERP",500,,77,,"du Président Roosevelt","Châlons-en-Champagne","51108",,"51108_2870","Avenue du Président Roosevelt 51000 Châlons-en-Champagne","51000",0.49,"Avenue du Président Roosevelt",800887.03,6872637.68,51000,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","CHÂLONS-EN-CHAMPAGNE","51","44",,,,,,,,,,,,,,,,,,
"2395T1132212Y","2023-04-05","2023-04-05","2023-04-03","DPE 2006 tertiaire et ERP","2395T1116244U","2033-04-04",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1989-2000","W : Administrations, banques, bureaux",1,126,100,,"Parc des nations - 3 Allée des Nations","Roissy-en-France","95527","3","95527_0585_00003","3 Allee des Vergers 95700 Roissy-en-France","95700",0.48,"Allee des Vergers",664983.83,6878360.01,95700,0,,"49538-1",,,"adresse géocodée ban à l'adresse","ROISSY EN FRANCE","95","11",,,,,,,,,,,,,,,,,,
"2159T0318528Y","2021-09-14","2021-09-14","2021-09-01","DPE 2006 tertiaire et ERP",,"2031-09-13",1,,"dpe tertiaire facture",,,"B","B",97.6,14.9,1947,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",,108.5,100,,"1 rue Notre Dame 
Partie commerciale 2","Valenciennes","59606","1","59606_2750_00001","1 Rue Notre-Dame 59300 Valenciennes","59300",0.61,"Rue Notre-Dame",736995.68,7028852.43,59300,0,,,,,"adresse géocodée ban à l'adresse","VALENCIENNES","59","32",7283.2,7283.2,"Gaz naturel","périmètre de l'usage inconnu",569.6,0,1895.5,4359.7,"Électricité","périmètre de l'usage inconnu",690.2,0,,,,,,
"2244T2872907T","2022-11-30","2022-11-30","2022-11-29","DPE 2006 tertiaire et ERP",,"2032-11-29",2.2,,"dpe tertiaire vierge",,,,,,,1985,"5ème Catégorie","1983-1988","M : Magasins de vente, centres commerciaux",0,39.1,100,,"2 rue du Printemps","Orvault","44114","2","44114_1534_00002","2 Rue du Printemps 44700 Orvault","44700",0.57,"Rue du Printemps",353323.34,6694649.6,44700,0,,"CRA22332",,"Étage RDC; Local n° 2","adresse géocodée ban à l'adresse","ORVAULT","44","52",,,,,,,,,,,,,,,,,,
"2131T1000049F","2021-12-28","2021-12-28","2021-12-17","DPE 2006 tertiaire et ERP",,"2031-12-27",2,,"dpe tertiaire vierge",,,,,,,1948,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",0,26.3,100,,"40 Boulevard des Récollets 
Lot n°12","Toulouse","31555","40","31555_7344_00040","40 Boulevard des Récollets 31400 Toulouse","31400",0.79,"Boulevard des Récollets",574336,6277326.11,31400,0,,,,,"adresse géocodée ban à l'adresse","TOULOUSE","31","76",,,,,,,,,,,,,,,,,,
"2375T1524878S","2023-05-09","2023-05-09","2023-05-09","DPE 2006 tertiaire et ERP",,"2033-05-08",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"F","C",421.9,11.7,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,65,100,,"15 Rue de Bretagne","Paris","75103","15","75103_1275_00015","15 Rue de Bretagne 75003 Paris","75003",0.8,"Rue de Bretagne",653301.38,6862660.99,75003,0,,"2023-05-020",,"Etage : Rdc 15","adresse non géocodée ban car aucune correspondance trouvée","PARIS 03","75","11",13116.7,30168.3,"Électricité","périmètre de l'usage inconnu",3805,2023,,,,,,,,,,,,
"2269T2218564R","2022-09-27","2022-09-22","2022-09-22","DPE 2006 tertiaire et ERP",,"2032-09-21",2.1,"2269T2218545Y","dpe tertiaire bâtiment neuf",,,"B","A",93,2,2022,"1ère Catégorie","après 2021","autres tertiaires non ERP",1,1438.8,1438.8,"Électricité","Avenue Victor Hugo / Rue Montribaud","Tassin-la-Demi-Lune","69244",,"69244_1150","Avenue Victor Hugo 69160 Tassin-la-Demi-Lune","69160",0.65,"Avenue Victor Hugo",838926.74,6520456.7,69160,,,,,"1-Bâtiment-5-R+5","adresse non géocodée ban car aucune correspondance trouvée","TASSIN LA DEMI LUNE","69","84",19813,145.8,"Électricité","Refroidissement",3197,,15458,113.8,"Électricité","Chauffage",2494,,10919.9,80.4,"Électricité","Eclairage",1762,
"2246T1070055J","2022-05-17","2022-05-17","2022-05-17","DPE 2006 tertiaire et ERP",,"2032-05-16",2.1,,"dpe tertiaire vierge",,,,,,,1947,,"avant 1948","autres tertiaires non ERP",500,,130,,"des Maquisards","Figeac","46102","4","46102_1470_00004","4 Rue des Maquisards 46100 Figeac","46100",0.69,"Rue des Maquisards",623154.11,6390570.38,46100,0,"Immeuble",,,,"adresse non géocodée ban car aucune correspondance trouvée","FIGEAC","46","76",,,,,,,,,,,,,,,,,,
