Domaine,Zone,Élément,Produit,Année,Édition,Unité,Valeur
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mali","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","14.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.54"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.86"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Malte","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","<0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","3.36"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.82"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","4.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","4.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","4.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","5.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","4.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","4.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","5.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maroc","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","5.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","18.35"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.98"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Maurice","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","14.12"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.17"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","2.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","2.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","2.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","2.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","2.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","2.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","2.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mauritanie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","2.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","9.45"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.84"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","34.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","33.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","31.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","37.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","31.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","28.4"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","28"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mexique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","27.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","843.43"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.88"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Mongolie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.36"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.88"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Monténégro","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.1"
